{'numeracySkill': 'M', 'studentId': 10, 'word': 'rf', 'packageName': 'Game', 'number': 9821, 'literacySkill': 'IUr', 'score': 77, 'deviceId': 10, 'letter': 'y', 'time': datetime.datetime(2015, 3, 30, 5, 20, 45, 75330), 'id': 10}
{'numeracySkill': 'dFylz', 'studentId': 5754, 'word': 'KLhO', 'packageName': 'Literacy', 'number': 8687, 'literacySkill': 'kPv', 'score': 94, 'deviceId': 5754, 'letter': 'v', 'time': datetime.datetime(2016, 10, 22, 3, 12, 32, 817927), 'id': 5754}
{'numeracySkill': 'rvqsM', 'studentId': 5755, 'word': 'fWs', 'packageName': 'Literacy', 'number': 1765, 'literacySkill': 'E', 'score': 21, 'deviceId': 5755, 'letter': 'T', 'time': datetime.datetime(2013, 10, 28, 4, 7, 26, 398344), 'id': 5755}
{'numeracySkill': 'hKodc', 'studentId': 5756, 'word': 'cCaUuUh', 'packageName': 'Speech', 'number': 6216, 'literacySkill': 'j', 'score': 57, 'deviceId': 5756, 'letter': 'v', 'time': datetime.datetime(2016, 4, 6, 3, 43, 11, 228033), 'id': 5756}
{'numeracySkill': 'Jee', 'studentId': 5757, 'word': 'nFtzLsSU', 'packageName': 'Game', 'number': 5451, 'literacySkill': 'ADGZh', 'score': 91, 'deviceId': 5757, 'letter': 'e', 'time': datetime.datetime(2014, 3, 13, 3, 52, 45, 251446), 'id': 5757}
{'numeracySkill': 'dnZ', 'studentId': 5758, 'word': 'pTWBc', 'packageName': 'Game', 'number': 1515, 'literacySkill': 'LXjw', 'score': 87, 'deviceId': 5758, 'letter': 'y', 'time': datetime.datetime(2015, 9, 24, 14, 19, 45, 986554), 'id': 5758}
{'numeracySkill': 'ChL', 'studentId': 5759, 'word': 'NPoWLX', 'packageName': 'Game', 'number': 4935, 'literacySkill': 'q', 'score': 20, 'deviceId': 5759, 'letter': 'Y', 'time': datetime.datetime(2017, 2, 21, 15, 45, 5, 369515), 'id': 5759}
{'numeracySkill': 'pD', 'studentId': 5760, 'word': 'bjrN', 'packageName': 'Literacy', 'number': 7356, 'literacySkill': 'aw', 'score': 58, 'deviceId': 5760, 'letter': 'h', 'time': datetime.datetime(2014, 3, 16, 17, 52, 9, 176108), 'id': 5760}
{'numeracySkill': 'vZkCr', 'studentId': 5761, 'word': 'QF', 'packageName': 'Speech', 'number': 7149, 'literacySkill': 'UWRt', 'score': 21, 'deviceId': 5761, 'letter': 'M', 'time': datetime.datetime(2015, 11, 10, 9, 1, 33, 489655), 'id': 5761}
{'numeracySkill': 'rYL', 'studentId': 5762, 'word': 'idNlUkjT', 'packageName': 'Game', 'number': 2772, 'literacySkill': 'RNtOJ', 'score': 39, 'deviceId': 5762, 'letter': 'q', 'time': datetime.datetime(2016, 2, 1, 20, 23, 54, 763524), 'id': 5762}
{'numeracySkill': 'sJhq', 'studentId': 5763, 'word': 'sgqUH', 'packageName': 'Speech', 'number': 9340, 'literacySkill': 'MoWk', 'score': 34, 'deviceId': 5763, 'letter': 'Q', 'time': datetime.datetime(2017, 4, 10, 19, 10, 12, 701936), 'id': 5763}
{'numeracySkill': 'Rq', 'studentId': 5764, 'word': 'SDFwUGYch', 'packageName': 'Game', 'number': 1156, 'literacySkill': 'SPkyC', 'score': 98, 'deviceId': 5764, 'letter': 'D', 'time': datetime.datetime(2015, 5, 12, 2, 4, 31, 936910), 'id': 5764}
{'numeracySkill': 'Cpfmt', 'studentId': 5765, 'word': 'zRIHl', 'packageName': 'Game', 'number': 4634, 'literacySkill': 'xPW', 'score': 75, 'deviceId': 5765, 'letter': 'e', 'time': datetime.datetime(2017, 2, 17, 2, 42, 32, 668642), 'id': 5765}
{'numeracySkill': 'plEI', 'studentId': 5766, 'word': 'AGeICTg', 'packageName': 'Literacy', 'number': 3275, 'literacySkill': 'TfTuY', 'score': 69, 'deviceId': 5766, 'letter': 'A', 'time': datetime.datetime(2016, 10, 19, 19, 29, 19, 803545), 'id': 5766}
{'numeracySkill': 'P', 'studentId': 5767, 'word': 'LYPsPhXNA', 'packageName': 'Game', 'number': 8603, 'literacySkill': 'tE', 'score': 97, 'deviceId': 5767, 'letter': 'j', 'time': datetime.datetime(2016, 6, 22, 10, 4, 43, 447211), 'id': 5767}
{'numeracySkill': 'DcqEl', 'studentId': 5768, 'word': 'uB', 'packageName': 'Literacy', 'number': 921, 'literacySkill': 'iamKY', 'score': 53, 'deviceId': 5768, 'letter': 'T', 'time': datetime.datetime(2016, 9, 4, 0, 35, 57, 204008), 'id': 5768}
{'numeracySkill': 'lC', 'studentId': 5769, 'word': 'lxqH', 'packageName': 'Literacy', 'number': 6884, 'literacySkill': 'GkP', 'score': 56, 'deviceId': 5769, 'letter': 'Y', 'time': datetime.datetime(2016, 11, 29, 1, 30, 16, 75539), 'id': 5769}
{'numeracySkill': 'fcq', 'studentId': 5770, 'word': 'e', 'packageName': 'Speech', 'number': 7435, 'literacySkill': 'hJ', 'score': 55, 'deviceId': 5770, 'letter': 'k', 'time': datetime.datetime(2013, 11, 20, 22, 16, 27, 278830), 'id': 5770}
{'numeracySkill': 'a', 'studentId': 5771, 'word': 'BQN', 'packageName': 'Speech', 'number': 6778, 'literacySkill': 'k', 'score': 66, 'deviceId': 5771, 'letter': 'G', 'time': datetime.datetime(2014, 11, 17, 12, 10, 45, 245384), 'id': 5771}
{'numeracySkill': 'p', 'studentId': 5772, 'word': 'h', 'packageName': 'Literacy', 'number': 4483, 'literacySkill': 'dZtdU', 'score': 29, 'deviceId': 5772, 'letter': 'a', 'time': datetime.datetime(2014, 1, 5, 0, 25, 45, 345963), 'id': 5772}
{'numeracySkill': 'Cx', 'studentId': 5773, 'word': 'xOz', 'packageName': 'Literacy', 'number': 8168, 'literacySkill': 'V', 'score': 59, 'deviceId': 5773, 'letter': 'I', 'time': datetime.datetime(2014, 11, 1, 11, 55, 51, 134600), 'id': 5773}
{'numeracySkill': 'fD', 'studentId': 5774, 'word': 'E', 'packageName': 'Literacy', 'number': 7489, 'literacySkill': 'poR', 'score': 85, 'deviceId': 5774, 'letter': 'm', 'time': datetime.datetime(2015, 5, 2, 16, 21, 42, 113090), 'id': 5774}
{'numeracySkill': 'FRGem', 'studentId': 5775, 'word': 'AwPEgMBJHx', 'packageName': 'Speech', 'number': 4392, 'literacySkill': 'VK', 'score': 78, 'deviceId': 5775, 'letter': 'C', 'time': datetime.datetime(2015, 5, 6, 3, 42, 23, 547895), 'id': 5775}
{'numeracySkill': 'JIkTg', 'studentId': 5776, 'word': 'sAYFsXOKom', 'packageName': 'Literacy', 'number': 3724, 'literacySkill': 'ob', 'score': 59, 'deviceId': 5776, 'letter': 'j', 'time': datetime.datetime(2014, 12, 24, 19, 20, 38, 704678), 'id': 5776}
{'numeracySkill': 'KB', 'studentId': 5777, 'word': 'LsH', 'packageName': 'Game', 'number': 8908, 'literacySkill': 'att', 'score': 58, 'deviceId': 5777, 'letter': 'K', 'time': datetime.datetime(2015, 11, 12, 18, 17, 53, 781166), 'id': 5777}
{'numeracySkill': 'pB', 'studentId': 5778, 'word': 'vUnRyetEU', 'packageName': 'Literacy', 'number': 1434, 'literacySkill': 'kdE', 'score': 20, 'deviceId': 5778, 'letter': 'E', 'time': datetime.datetime(2016, 2, 3, 16, 28, 59, 612742), 'id': 5778}
{'numeracySkill': 'XKc', 'studentId': 5779, 'word': 'edb', 'packageName': 'Literacy', 'number': 9288, 'literacySkill': 'c', 'score': 25, 'deviceId': 5779, 'letter': 'z', 'time': datetime.datetime(2014, 6, 27, 14, 13, 19, 803315), 'id': 5779}
{'numeracySkill': 'YOry', 'studentId': 5780, 'word': 'cZFMEYbsSc', 'packageName': 'Literacy', 'number': 4756, 'literacySkill': 'vdbB', 'score': 81, 'deviceId': 5780, 'letter': 'Y', 'time': datetime.datetime(2016, 8, 1, 3, 21, 37, 967398), 'id': 5780}
{'numeracySkill': 'pg', 'studentId': 5781, 'word': 'LKJyYVgjM', 'packageName': 'Speech', 'number': 2305, 'literacySkill': 'EfUH', 'score': 59, 'deviceId': 5781, 'letter': 'E', 'time': datetime.datetime(2014, 12, 20, 2, 7, 5, 687958), 'id': 5781}
{'numeracySkill': 'c', 'studentId': 5782, 'word': 'xBsHpN', 'packageName': 'Literacy', 'number': 103, 'literacySkill': 'R', 'score': 59, 'deviceId': 5782, 'letter': 'g', 'time': datetime.datetime(2013, 12, 23, 0, 26, 22, 55428), 'id': 5782}
{'numeracySkill': 'uJAY', 'studentId': 5783, 'word': 'Yi', 'packageName': 'Game', 'number': 8957, 'literacySkill': 'D', 'score': 37, 'deviceId': 5783, 'letter': 'm', 'time': datetime.datetime(2015, 4, 21, 16, 16, 13, 770713), 'id': 5783}
{'numeracySkill': 'ndWU', 'studentId': 5784, 'word': 'LJqqDmi', 'packageName': 'Literacy', 'number': 9906, 'literacySkill': 'Z', 'score': 76, 'deviceId': 5784, 'letter': 'Y', 'time': datetime.datetime(2015, 7, 21, 15, 32, 43, 948865), 'id': 5784}
{'numeracySkill': 'GRVJi', 'studentId': 5785, 'word': 'kI', 'packageName': 'Game', 'number': 5664, 'literacySkill': 'Na', 'score': 82, 'deviceId': 5785, 'letter': 'k', 'time': datetime.datetime(2015, 5, 15, 1, 53, 7, 168244), 'id': 5785}
{'numeracySkill': 'lF', 'studentId': 5786, 'word': 'WelrZUw', 'packageName': 'Speech', 'number': 2148, 'literacySkill': 'n', 'score': 21, 'deviceId': 5786, 'letter': 'I', 'time': datetime.datetime(2013, 11, 7, 20, 52, 47, 422862), 'id': 5786}
{'numeracySkill': 'YE', 'studentId': 5787, 'word': 'kuJQShbipe', 'packageName': 'Literacy', 'number': 1528, 'literacySkill': 'ALO', 'score': 20, 'deviceId': 5787, 'letter': 'r', 'time': datetime.datetime(2015, 4, 9, 19, 41, 22, 344439), 'id': 5787}
{'numeracySkill': 'EHLHJ', 'studentId': 5788, 'word': 'AdaFlvZXE', 'packageName': 'Literacy', 'number': 6471, 'literacySkill': 'Me', 'score': 66, 'deviceId': 5788, 'letter': 'Y', 'time': datetime.datetime(2016, 9, 27, 0, 9, 2, 444211), 'id': 5788}
{'numeracySkill': 'XK', 'studentId': 5789, 'word': 'ACJhWlS', 'packageName': 'Speech', 'number': 7866, 'literacySkill': 'BzMU', 'score': 47, 'deviceId': 5789, 'letter': 'M', 'time': datetime.datetime(2017, 2, 1, 7, 56, 56, 819361), 'id': 5789}
{'numeracySkill': 'nzmqI', 'studentId': 5790, 'word': 'kMIdXEbP', 'packageName': 'Literacy', 'number': 6068, 'literacySkill': 'E', 'score': 87, 'deviceId': 5790, 'letter': 'n', 'time': datetime.datetime(2014, 11, 2, 12, 6, 46, 553309), 'id': 5790}
{'numeracySkill': 'tmGuF', 'studentId': 5791, 'word': 'vVADcJ', 'packageName': 'Literacy', 'number': 9060, 'literacySkill': 'xv', 'score': 91, 'deviceId': 5791, 'letter': 'g', 'time': datetime.datetime(2013, 12, 22, 1, 24, 9, 861882), 'id': 5791}
{'numeracySkill': 'rQ', 'studentId': 5792, 'word': 'N', 'packageName': 'Game', 'number': 8828, 'literacySkill': 'A', 'score': 51, 'deviceId': 5792, 'letter': 'a', 'time': datetime.datetime(2017, 3, 6, 5, 59, 45, 647136), 'id': 5792}
{'numeracySkill': 'Tc', 'studentId': 5793, 'word': 'kPqMTY', 'packageName': 'Literacy', 'number': 841, 'literacySkill': 'ClVpd', 'score': 22, 'deviceId': 5793, 'letter': 'X', 'time': datetime.datetime(2016, 2, 13, 14, 21, 54, 923186), 'id': 5793}
{'numeracySkill': 'Fw', 'studentId': 5794, 'word': 'IjT', 'packageName': 'Speech', 'number': 5415, 'literacySkill': 'MVEij', 'score': 46, 'deviceId': 5794, 'letter': 'R', 'time': datetime.datetime(2015, 2, 8, 17, 34, 48, 220813), 'id': 5794}
{'numeracySkill': 'uCQ', 'studentId': 5795, 'word': 'mTxtVhKOcD', 'packageName': 'Speech', 'number': 748, 'literacySkill': 'L', 'score': 89, 'deviceId': 5795, 'letter': 'J', 'time': datetime.datetime(2015, 1, 28, 18, 11, 56, 280661), 'id': 5795}
{'numeracySkill': 'vM', 'studentId': 5796, 'word': 'xfmKB', 'packageName': 'Speech', 'number': 971, 'literacySkill': 'ab', 'score': 97, 'deviceId': 5796, 'letter': 'u', 'time': datetime.datetime(2015, 9, 23, 12, 58, 36, 615514), 'id': 5796}
{'numeracySkill': 'kQG', 'studentId': 5797, 'word': 'QCAEivfmtb', 'packageName': 'Literacy', 'number': 4291, 'literacySkill': 'fd', 'score': 90, 'deviceId': 5797, 'letter': 'T', 'time': datetime.datetime(2014, 1, 16, 14, 10, 25, 932627), 'id': 5797}
{'numeracySkill': 'oZc', 'studentId': 5798, 'word': 'Zmuetd', 'packageName': 'Literacy', 'number': 6370, 'literacySkill': 'Ciq', 'score': 28, 'deviceId': 5798, 'letter': 'a', 'time': datetime.datetime(2015, 9, 29, 11, 28, 56, 167362), 'id': 5798}
{'numeracySkill': 'f', 'studentId': 5799, 'word': 'jgkKFozuG', 'packageName': 'Literacy', 'number': 9827, 'literacySkill': 'hbAWl', 'score': 32, 'deviceId': 5799, 'letter': 'q', 'time': datetime.datetime(2013, 12, 10, 5, 59, 34, 349724), 'id': 5799}
{'numeracySkill': 'WrY', 'studentId': 5800, 'word': 'pjAiYtAwy', 'packageName': 'Speech', 'number': 9419, 'literacySkill': 'XHT', 'score': 20, 'deviceId': 5800, 'letter': 'o', 'time': datetime.datetime(2014, 12, 7, 2, 2, 17, 174922), 'id': 5800}
{'numeracySkill': 'MnZ', 'studentId': 5801, 'word': 'oGxQfDhN', 'packageName': 'Game', 'number': 3753, 'literacySkill': 'uMrNX', 'score': 77, 'deviceId': 5801, 'letter': 'C', 'time': datetime.datetime(2014, 6, 1, 19, 26, 54, 68539), 'id': 5801}
{'numeracySkill': 'EKuDB', 'studentId': 5802, 'word': 'RahlJWE', 'packageName': 'Literacy', 'number': 6893, 'literacySkill': 'gJy', 'score': 23, 'deviceId': 5802, 'letter': 'M', 'time': datetime.datetime(2017, 4, 16, 15, 42, 59, 715538), 'id': 5802}
{'numeracySkill': 'jZXlh', 'studentId': 5803, 'word': 'c', 'packageName': 'Game', 'number': 6742, 'literacySkill': 'VQZLs', 'score': 84, 'deviceId': 5803, 'letter': 'R', 'time': datetime.datetime(2014, 12, 29, 11, 26, 11, 797702), 'id': 5803}
{'numeracySkill': 'wZd', 'studentId': 5804, 'word': 'sKNfpmalsr', 'packageName': 'Literacy', 'number': 1104, 'literacySkill': 'TsESy', 'score': 67, 'deviceId': 5804, 'letter': 't', 'time': datetime.datetime(2015, 2, 13, 5, 17, 38, 582755), 'id': 5804}
{'numeracySkill': 'iQ', 'studentId': 5805, 'word': 'x', 'packageName': 'Game', 'number': 6744, 'literacySkill': 'vYZdx', 'score': 22, 'deviceId': 5805, 'letter': 'E', 'time': datetime.datetime(2014, 11, 18, 7, 1, 2, 582828), 'id': 5805}
{'numeracySkill': 'tECo', 'studentId': 5806, 'word': 'zjGelwhI', 'packageName': 'Literacy', 'number': 2642, 'literacySkill': 'Vd', 'score': 91, 'deviceId': 5806, 'letter': 'S', 'time': datetime.datetime(2017, 3, 25, 19, 44, 38, 519894), 'id': 5806}
{'numeracySkill': 'UfgBY', 'studentId': 5807, 'word': 'egQEZE', 'packageName': 'Literacy', 'number': 1888, 'literacySkill': 'L', 'score': 70, 'deviceId': 5807, 'letter': 'q', 'time': datetime.datetime(2014, 6, 3, 15, 34, 33, 432950), 'id': 5807}
{'numeracySkill': 'i', 'studentId': 5808, 'word': 'MV', 'packageName': 'Game', 'number': 9689, 'literacySkill': 'ulQr', 'score': 23, 'deviceId': 5808, 'letter': 'i', 'time': datetime.datetime(2016, 10, 19, 23, 0, 24, 390699), 'id': 5808}
{'numeracySkill': 'U', 'studentId': 5809, 'word': 'iKyACtlCR', 'packageName': 'Literacy', 'number': 2489, 'literacySkill': 'pMMJI', 'score': 72, 'deviceId': 5809, 'letter': 'C', 'time': datetime.datetime(2015, 3, 18, 23, 16, 26, 174524), 'id': 5809}
{'numeracySkill': 'JHzs', 'studentId': 5810, 'word': 'WufnEDSNj', 'packageName': 'Literacy', 'number': 1763, 'literacySkill': 'O', 'score': 33, 'deviceId': 5810, 'letter': 'v', 'time': datetime.datetime(2014, 10, 19, 18, 10, 17, 139391), 'id': 5810}
{'numeracySkill': 'jvjSo', 'studentId': 5811, 'word': 'WFrBgr', 'packageName': 'Literacy', 'number': 7073, 'literacySkill': 'yXL', 'score': 29, 'deviceId': 5811, 'letter': 'c', 'time': datetime.datetime(2017, 4, 26, 13, 3, 5, 703586), 'id': 5811}
{'numeracySkill': 'mJYm', 'studentId': 5812, 'word': 'GAKGZnh', 'packageName': 'Literacy', 'number': 2633, 'literacySkill': 'yA', 'score': 51, 'deviceId': 5812, 'letter': 'S', 'time': datetime.datetime(2016, 10, 31, 14, 59, 27, 957805), 'id': 5812}
{'numeracySkill': 'vJEVP', 'studentId': 5813, 'word': 'KKzvpPWG', 'packageName': 'Game', 'number': 6019, 'literacySkill': 'Pw', 'score': 26, 'deviceId': 5813, 'letter': 'x', 'time': datetime.datetime(2017, 1, 19, 11, 8, 21, 765523), 'id': 5813}
{'numeracySkill': 'lUy', 'studentId': 5814, 'word': 'wrjiUhXW', 'packageName': 'Literacy', 'number': 5325, 'literacySkill': 'RQRI', 'score': 21, 'deviceId': 5814, 'letter': 'R', 'time': datetime.datetime(2016, 11, 5, 16, 7, 34, 777595), 'id': 5814}
{'numeracySkill': 'y', 'studentId': 5815, 'word': 'MOkXLm', 'packageName': 'Speech', 'number': 4248, 'literacySkill': 'hA', 'score': 52, 'deviceId': 5815, 'letter': 'U', 'time': datetime.datetime(2016, 5, 21, 4, 15, 7, 369204), 'id': 5815}
{'numeracySkill': 'Aff', 'studentId': 5816, 'word': 'DPQHc', 'packageName': 'Game', 'number': 3454, 'literacySkill': 'qRE', 'score': 32, 'deviceId': 5816, 'letter': 'J', 'time': datetime.datetime(2016, 4, 19, 16, 12, 6, 504091), 'id': 5816}
{'numeracySkill': 'MxS', 'studentId': 5817, 'word': 'CEf', 'packageName': 'Game', 'number': 6231, 'literacySkill': 'Ai', 'score': 68, 'deviceId': 5817, 'letter': 'E', 'time': datetime.datetime(2014, 7, 6, 13, 59, 47, 260154), 'id': 5817}
{'numeracySkill': 'bMZPQ', 'studentId': 5818, 'word': 'bZfsqHe', 'packageName': 'Game', 'number': 7397, 'literacySkill': 'KjX', 'score': 71, 'deviceId': 5818, 'letter': 'h', 'time': datetime.datetime(2016, 10, 2, 10, 6, 40, 674502), 'id': 5818}
{'numeracySkill': 'Aapzo', 'studentId': 5819, 'word': 'WVutzi', 'packageName': 'Speech', 'number': 9011, 'literacySkill': 'MS', 'score': 99, 'deviceId': 5819, 'letter': 'r', 'time': datetime.datetime(2016, 11, 25, 7, 53, 8, 221545), 'id': 5819}
{'numeracySkill': 'b', 'studentId': 5820, 'word': 'QeKcrm', 'packageName': 'Speech', 'number': 3802, 'literacySkill': 'yKLRy', 'score': 68, 'deviceId': 5820, 'letter': 'm', 'time': datetime.datetime(2017, 1, 16, 22, 52, 7, 255528), 'id': 5820}
{'numeracySkill': 'Jk', 'studentId': 5821, 'word': 's', 'packageName': 'Game', 'number': 6267, 'literacySkill': 'z', 'score': 34, 'deviceId': 5821, 'letter': 'i', 'time': datetime.datetime(2014, 11, 4, 3, 1, 32, 526901), 'id': 5821}
{'numeracySkill': 'LTQwk', 'studentId': 5822, 'word': 'I', 'packageName': 'Game', 'number': 1325, 'literacySkill': 'xJ', 'score': 60, 'deviceId': 5822, 'letter': 'X', 'time': datetime.datetime(2016, 6, 9, 18, 29, 7, 697930), 'id': 5822}
{'numeracySkill': 'NTD', 'studentId': 5823, 'word': 'GudzaHlFKr', 'packageName': 'Game', 'number': 562, 'literacySkill': 'MIa', 'score': 72, 'deviceId': 5823, 'letter': 'z', 'time': datetime.datetime(2015, 4, 23, 0, 50, 45, 618470), 'id': 5823}
{'numeracySkill': 'BvBvu', 'studentId': 5824, 'word': 'kmWH', 'packageName': 'Game', 'number': 1233, 'literacySkill': 'teenM', 'score': 82, 'deviceId': 5824, 'letter': 'A', 'time': datetime.datetime(2015, 11, 12, 10, 3, 47, 345511), 'id': 5824}
{'numeracySkill': 'Ek', 'studentId': 5825, 'word': 'QrQJJtN', 'packageName': 'Speech', 'number': 2960, 'literacySkill': 'OSVq', 'score': 20, 'deviceId': 5825, 'letter': 'O', 'time': datetime.datetime(2014, 6, 2, 1, 7, 31, 92002), 'id': 5825}
{'numeracySkill': 'uFtx', 'studentId': 5826, 'word': 'WtAcz', 'packageName': 'Game', 'number': 3688, 'literacySkill': 'YHPH', 'score': 99, 'deviceId': 5826, 'letter': 'h', 'time': datetime.datetime(2016, 8, 4, 7, 38, 36, 705904), 'id': 5826}
{'numeracySkill': 'oVLuF', 'studentId': 5827, 'word': 'PRNWSk', 'packageName': 'Game', 'number': 7826, 'literacySkill': 'tMvD', 'score': 88, 'deviceId': 5827, 'letter': 'M', 'time': datetime.datetime(2017, 1, 21, 19, 6, 56, 479670), 'id': 5827}
{'numeracySkill': 'ahLBB', 'studentId': 5828, 'word': 'gVNJSQZ', 'packageName': 'Speech', 'number': 1803, 'literacySkill': 'paIt', 'score': 49, 'deviceId': 5828, 'letter': 'o', 'time': datetime.datetime(2017, 3, 20, 23, 22, 58, 568074), 'id': 5828}
{'numeracySkill': 'RB', 'studentId': 5829, 'word': 'XZniKX', 'packageName': 'Literacy', 'number': 2910, 'literacySkill': 'Gpha', 'score': 93, 'deviceId': 5829, 'letter': 'w', 'time': datetime.datetime(2014, 3, 6, 3, 55, 7, 107654), 'id': 5829}
{'numeracySkill': 'Wal', 'studentId': 5830, 'word': 'JIT', 'packageName': 'Game', 'number': 6565, 'literacySkill': 'H', 'score': 29, 'deviceId': 5830, 'letter': 'A', 'time': datetime.datetime(2014, 5, 22, 5, 32, 3, 654086), 'id': 5830}
{'numeracySkill': 'ApqD', 'studentId': 5831, 'word': 'mRNDu', 'packageName': 'Literacy', 'number': 5789, 'literacySkill': 'aCSHy', 'score': 32, 'deviceId': 5831, 'letter': 'D', 'time': datetime.datetime(2014, 7, 24, 21, 43, 16, 545279), 'id': 5831}
{'numeracySkill': 'w', 'studentId': 5832, 'word': 'dbKVwWOPRG', 'packageName': 'Literacy', 'number': 7943, 'literacySkill': 'm', 'score': 63, 'deviceId': 5832, 'letter': 'G', 'time': datetime.datetime(2016, 9, 6, 13, 21, 46, 929763), 'id': 5832}
{'numeracySkill': 'Uub', 'studentId': 5833, 'word': 'tifXNgkAdj', 'packageName': 'Speech', 'number': 3311, 'literacySkill': 'aZE', 'score': 94, 'deviceId': 5833, 'letter': 'b', 'time': datetime.datetime(2013, 11, 6, 7, 58, 59, 318763), 'id': 5833}
{'numeracySkill': 'g', 'studentId': 5834, 'word': 'CDxA', 'packageName': 'Literacy', 'number': 9292, 'literacySkill': 'J', 'score': 27, 'deviceId': 5834, 'letter': 'E', 'time': datetime.datetime(2014, 11, 18, 5, 20, 33, 614346), 'id': 5834}
{'numeracySkill': 'AbXZS', 'studentId': 5835, 'word': 'sSbR', 'packageName': 'Speech', 'number': 1524, 'literacySkill': 'uCkk', 'score': 26, 'deviceId': 5835, 'letter': 'p', 'time': datetime.datetime(2014, 7, 4, 6, 7, 10, 41968), 'id': 5835}
{'numeracySkill': 'XPZ', 'studentId': 5836, 'word': 'Kq', 'packageName': 'Speech', 'number': 7598, 'literacySkill': 'DMKPI', 'score': 69, 'deviceId': 5836, 'letter': 'g', 'time': datetime.datetime(2017, 1, 28, 2, 54, 58, 370170), 'id': 5836}
{'numeracySkill': 'm', 'studentId': 5837, 'word': 'l', 'packageName': 'Literacy', 'number': 870, 'literacySkill': 'hMWu', 'score': 73, 'deviceId': 5837, 'letter': 'M', 'time': datetime.datetime(2017, 2, 13, 14, 7, 39, 903917), 'id': 5837}
{'numeracySkill': 'GtK', 'studentId': 5838, 'word': 'iNVZKi', 'packageName': 'Speech', 'number': 4870, 'literacySkill': 'PV', 'score': 32, 'deviceId': 5838, 'letter': 'y', 'time': datetime.datetime(2014, 3, 31, 3, 58, 38, 353835), 'id': 5838}
{'numeracySkill': 'eQXIz', 'studentId': 5839, 'word': 'YR', 'packageName': 'Literacy', 'number': 9073, 'literacySkill': 'B', 'score': 90, 'deviceId': 5839, 'letter': 's', 'time': datetime.datetime(2015, 11, 8, 19, 47, 56, 509224), 'id': 5839}
{'numeracySkill': 'LE', 'studentId': 5840, 'word': 'vyrfsQr', 'packageName': 'Speech', 'number': 3451, 'literacySkill': 'naV', 'score': 89, 'deviceId': 5840, 'letter': 'P', 'time': datetime.datetime(2014, 1, 15, 15, 29, 45, 41998), 'id': 5840}
{'numeracySkill': 'VM', 'studentId': 5841, 'word': 'rZ', 'packageName': 'Speech', 'number': 4943, 'literacySkill': 'm', 'score': 43, 'deviceId': 5841, 'letter': 'y', 'time': datetime.datetime(2016, 9, 2, 15, 31, 57, 804491), 'id': 5841}
{'numeracySkill': 'HdgfP', 'studentId': 5842, 'word': 'R', 'packageName': 'Literacy', 'number': 6928, 'literacySkill': 'BSEJT', 'score': 43, 'deviceId': 5842, 'letter': 'l', 'time': datetime.datetime(2016, 4, 6, 15, 14, 9, 403412), 'id': 5842}
{'numeracySkill': 'rywYW', 'studentId': 5843, 'word': 'PSJOaEr', 'packageName': 'Game', 'number': 6513, 'literacySkill': 'n', 'score': 52, 'deviceId': 5843, 'letter': 'Q', 'time': datetime.datetime(2017, 2, 7, 4, 15, 6, 675497), 'id': 5843}
{'numeracySkill': 'LrCxT', 'studentId': 5844, 'word': 'foOVLJpx', 'packageName': 'Game', 'number': 1653, 'literacySkill': 'KsSAA', 'score': 78, 'deviceId': 5844, 'letter': 's', 'time': datetime.datetime(2014, 10, 2, 0, 10, 41, 363621), 'id': 5844}
{'numeracySkill': 'Ncg', 'studentId': 5845, 'word': 'LuqubBsUqW', 'packageName': 'Speech', 'number': 2302, 'literacySkill': 'EuR', 'score': 99, 'deviceId': 5845, 'letter': 'N', 'time': datetime.datetime(2016, 8, 18, 11, 43, 23, 579940), 'id': 5845}
{'numeracySkill': 'BWv', 'studentId': 5846, 'word': 'H', 'packageName': 'Game', 'number': 7148, 'literacySkill': 'HuLW', 'score': 55, 'deviceId': 5846, 'letter': 'N', 'time': datetime.datetime(2016, 1, 24, 23, 8, 59, 976999), 'id': 5846}
{'numeracySkill': 'SR', 'studentId': 5847, 'word': 'uRODx', 'packageName': 'Game', 'number': 9988, 'literacySkill': 'mclXo', 'score': 59, 'deviceId': 5847, 'letter': 'W', 'time': datetime.datetime(2017, 1, 23, 1, 23, 6, 881724), 'id': 5847}
{'numeracySkill': 'P', 'studentId': 5848, 'word': 'IE', 'packageName': 'Game', 'number': 8816, 'literacySkill': 'OYs', 'score': 96, 'deviceId': 5848, 'letter': 'T', 'time': datetime.datetime(2016, 7, 11, 5, 10, 4, 803578), 'id': 5848}
{'numeracySkill': 'cc', 'studentId': 5849, 'word': 'VPO', 'packageName': 'Literacy', 'number': 3263, 'literacySkill': 'YPSau', 'score': 37, 'deviceId': 5849, 'letter': 'V', 'time': datetime.datetime(2017, 3, 11, 6, 31, 59, 504873), 'id': 5849}
{'numeracySkill': 'fNcF', 'studentId': 5850, 'word': 'QlAlkfy', 'packageName': 'Literacy', 'number': 207, 'literacySkill': 'W', 'score': 40, 'deviceId': 5850, 'letter': 'w', 'time': datetime.datetime(2015, 8, 31, 1, 25, 19, 445340), 'id': 5850}
